id,lodge_name_raw,lodge_name_clean,language_primary,confidence_language,ontology_primary,ontology_secondary,confidence_ontology,theme_primary,theme_secondary,confidence_theme,flags,created_at
8754,New Hall Lodge,New Hall Lodge,English,0.9,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8753,Great Sankey Lodge,Great Sankey Lodge,English,0.75,ABS_VRT,LOC_CTY,0.85,Virtue / Moral Ideal,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8752,Crusaders Lodge,Crusaders Lodge,English,0.75,GRP_MIL,,0.9,Military / Service,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8751,St. Barbara Lodge,St. Barbara Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8750,Greenhill Lodge,Greenhill Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8749,Little Heath Lodge,Little Heath Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8748,Lodge of Progression,Lodge of Progression,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8747,Minchenden Oak Lodge,Minchenden Oak Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8745,Popesgrove Lodge,Popesgrove Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8746,Wilderswood Lodge,Wilderswood Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8744,Duxbury Lodge,Duxbury Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8743,The Hayes (Kent) Lodge,The Hayes (Kent) Lodge,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8742,St. Lawrence Lodge,St. Lawrence Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8741,Inglemoor Lodge,Inglemoor Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8739,Peace and Hope Lodge,Peace and Hope Lodge,English,0.9,ABS_VRT,LOC_CTY,0.85,Virtue / Moral Ideal,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8740,Lodge of St. George,Lodge of St. George,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8855,Huddleston Lodge,Huddleston Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8854,Sun Lodge,Sun Lodge,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8853,Northern Polytechnic Lodge,Northern Polytechnic Lodge,English,0.75,NAT_GEO,GRP_EDU,0.75,Educational / Institutional,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8852,Eastbury Manor Lodge,Eastbury Manor Lodge,English,0.75,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8851,Old Dixonians Lodge,Old Dixonians Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8850,Sincerity Lodge,Sincerity Lodge,English,0.75,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8849,Hastings Lodge,Hastings Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8848,Saint Christopher Lodge,Saint Christopher Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8847,Grip of Friendship Lodge,Grip of Friendship Lodge,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8846,Tata Lodge,Tata Lodge,English,0.75,GRP_JOB,,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8845,Lapal Lodge,Lapal Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8844,Lodge of Unity,Lodge of Unity,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8843,Corinthian Lodge,Corinthian Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8842,Ickenham St. Giles Lodge,Ickenham St. Giles Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8840,Hamlet Court Lodge,Hamlet Court Lodge,English,0.75,LOC_BDG,LOC_CTY,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8841,Priory Lodge,Priory Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:05+00:00
8839,St. Euny Lodge,St. Euny Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8838,Ringway Lodge,Ringway Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8837,Menturia Lodge,Menturia Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8836,Venture Adventure Lodge,Venture Adventure Lodge,English,0.75,GRP_INT,ABS_VRT,0.88,Virtue / Moral Ideal,Clubs / Association,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8835,Chevron Lodge,Chevron Lodge,English,0.75,OBJ_EMB,GRP_MIL,0.8,Military / Service,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8834,Tuscan Lodge,Tuscan Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8833,Runic Lodge,Runic Lodge,English,0.75,ABS_PHI,OBJ_EMB,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8832,Cuerden Lodge,Cuerden Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8831,Pretoria Lodge,Pretoria Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8830,Heaton Lodge,Heaton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8738,Oliver Goldsmith Lodge,Oliver Goldsmith Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8737,Justice and Liberty Lodge,Justice and Liberty Lodge,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8736,Ionic Lodge,Ionic Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8735,Oaks Lodge,Oaks Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8734,Freedom Lodge,Freedom Lodge,English,0.75,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8733,Royal Oak Lodge,Royal Oak Lodge,English,0.9,PRS_ROY,LOC_CTY,0.88,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8732,Lodge of Freedom,Lodge of Freedom,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8731,Lodge of Serenity,Lodge of Serenity,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8730,Lodge of Fraternity,Lodge of Fraternity,English,0.9,ABS_FRAT,,0.8,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8729,Bedic Lodge,Bedic Lodge,English,0.75,GRP_MAS,,0.8,Masonic / Administrative,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8728,Peninsula Lodge,Peninsula Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8727,Noctorum Lodge,Noctorum Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8726,Tranquillus Lodge,Tranquillus Lodge,Latin,0.75,ABS_VRT,,0.8,Virtue / Moral Ideal,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8725,Lotus Lodge,Lotus Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8723,Lodge of Friendship,Lodge of Friendship,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8724,Avenue Hall Lodge,Avenue Hall Lodge,English,0.75,OBJ_STR,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8722,Clarendon Lodge,Clarendon Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8721,Emerald Lodge,Emerald Lodge,English,0.75,OBJ_EMB,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8720,Sussex Services Lodge,Sussex Services Lodge,English,0.75,LOC_REG,GRP_MIL,0.84,Military / Service,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8719,North Surrey Masters Lodge,North Surrey Masters Lodge,English,0.9,LOC_REG,GRP_MAS,0.84,Masonic / Administrative,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8718,Temple of Staines Lodge,Temple of Staines Lodge,English,0.9,ABS_VRT,LOC_BDG,0.85,Virtue / Moral Ideal,Religious,0.85,DICT_MATCH|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:05+00:00
8816,Titan Lodge,Titan Lodge,English,0.9,PRS_MYTH,,0.8,Mythological / Classical,,0.8,DICT_MATCH|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8815,Lodge of Felicity,Lodge of Felicity,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8814,Lodge of Allegiance,Lodge of Allegiance,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8813,Lodge of St. Christopher,Lodge of St. Christopher,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8812,Lodge of Endurance,Lodge of Endurance,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8811,Dinas Powis Lodge,Dinas Powis Lodge,Welsh,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8810,Aberconwy Lodge,Aberconwy Lodge,Welsh,0.9,LOC_CTY,,0.8,Geographic / Civic,,0.8,DICT_MATCH|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8808,Tudor Lodge,Tudor Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8809,Egham Lodge,Egham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8807,Peachey Stone Lodge,Peachey Stone Lodge,English,0.75,PRS_HIS,LOC_CTY,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8806,Walton Priory Lodge,Walton Priory Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:05+00:00
8805,New Era Lodge,New Era Lodge,English,0.9,ABS_PHI,ABS_TMP,0.8,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8804,Portsmouth and District Masters Lodge,Portsmouth and District Masters Lodge,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8717,Argus Lodge,Argus Lodge,English,0.75,PRS_MYTH,,0.8,Mythological / Classical,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8803,Tillingbourne Lodge,Tillingbourne Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8802,Bewick Lodge,Bewick Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8801,Old Sunning Lodge,Old Sunning Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8800,Maidenhead Lodge,Maidenhead Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8799,Acorn Lodge,Acorn Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8798,Maryland Lodge,Maryland Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8797,Lodge of the Open Road,Lodge of the Open Road,English,0.9,NAT_GEO,,0.75,Nature,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8796,Coventrian Lodge,Coventrian Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8795,Etone Lodge,Etone Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8794,Edgbaston Lodge,Edgbaston Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8793,Lord Heneage Lodge,Lord Heneage Lodge,English,0.75,PRS_HIS,PRS_ROY,0.86,Royal / Aristocratic,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8792,Lodge of St. George,Lodge of St. George,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8791,Manor of Bexley Lodge,Manor of Bexley Lodge,English,0.9,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8716,Norma Lodge,Norma Lodge,English,0.75,ABS_LAT,,0.72,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8715,Lodge of Good Fellowship,Lodge of Good Fellowship,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8714,Longford Lodge,Longford Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8713,Knighton Lodge,Knighton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8712,Plymouth and District Masters Lodge,Plymouth and District Masters Lodge,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8711,Sir Galahad Lodge,Sir Galahad Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8710,Centenary Lodge,Centenary Lodge,English,0.75,ABS_TMP,,0.83,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8709,Burnham Beeches Lodge,Burnham Beeches Lodge,English,0.75,LOC_CTY,NAT_BOT,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8708,Whiteknights Lodge,Whiteknights Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8707,Nucleus Lodge,Nucleus Lodge,English,0.75,ABS_PHI,GRP_MAS,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8706,Seven Stars Lodge,Seven Stars Lodge,English,0.75,ABS_PHI,OBJ_EMB,0.8,Virtue / Moral Ideal,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8705,Curfew Lodge,Curfew Lodge,English,0.75,OBJ_STR,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8704,Lodge of Loyal Service,Lodge of Loyal Service,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8703,Twynham Lodge,Twynham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8624,Kynaston Lodge,Kynaston Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8622,Corinthian Lodge,Corinthian Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8623,Hinchley Wood Lodge,Hinchley Wood Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8621,Lumley Lodge,Lumley Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8620,Lodge of Saint Peter in Exeter,Lodge of Saint Peter in Exeter,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8619,Rivacre Lodge,Rivacre Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8618,Eastfield Lodge,Eastfield Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8617,Phille-Brook Lodge,Phille-Brook Lodge,English,0.75,LOC_BDG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8616,Pyrgo Lodge,Pyrgo Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8615,Peace and Goodwill Lodge,Peace and Goodwill Lodge,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8614,Quest Lodge,Quest Lodge,English,0.75,GRP_INT,ABS_PHI,0.88,Virtue / Moral Ideal,Clubs / Association,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8613,Stivichall,Stivichall,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8612,Old Headington Lodge,Old Headington Lodge,English,0.9,LOC_CTY,GRP_EDU,0.86,Educational / Institutional,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8585,Cromwell with Papyrean Lodge ,Cromwell with Papyrean Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8584,Ickenham Lodge,Ickenham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8583,Old Greshamian Lodge,Old Greshamian Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8582,Aurora Lodge,Aurora Lodge,English,0.75,PRS_MYTH,NAT_AST,0.88,Mythological / Classical,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8581,Tandridge Hundred Lodge,Tandridge Hundred Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8580,Peace and Tranquillity Lodge,Peace and Tranquillity Lodge,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8579,Lodge of Trinity Cambridge,Lodge of Trinity Cambridge,English,0.9,PRS_REL,ABS_VRT,0.9,Virtue / Moral Ideal,Religious,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8578,Thames River Lodge,Thames River Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8577,Raineian Lodge,Raineian Lodge,English,0.75,PRS_HIS,,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8575,Risingham Lodge,Risingham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8576,Monkchester Lodge,Monkchester Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8573,Kinderton Lodge,Kinderton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8574,Seven Pillars Lodge,Seven Pillars Lodge,English,0.75,ABS_PHI,OBJ_STR,0.8,Virtue / Moral Ideal,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8572,Old Olavians' Lodge,Old Olavians' Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8571,Vulcan Lodge,Vulcan Lodge,English,0.75,PRS_MYTH,,0.88,Mythological / Classical,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8570,St. Michael's Lodge,St. Michael's Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8569,Oak Lodge,Oak Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8568,Gothic Lodge,Gothic Lodge,English,0.75,ABS_TMP,NAT_GEO,0.83,Virtue / Moral Ideal,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8567,Lodge of Amity,Lodge of Amity,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8566,Old Millhillian Lodge,Old Millhillian Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8565,Merseyside Lodge,Merseyside Lodge,English,0.75,LOC_REG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00
8564,Loyal Cheshire Lodge,Loyal Cheshire Lodge,English,0.75,ABS_VRT,LOC_CTY,0.85,Virtue / Moral Ideal,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8562,Welwyn Garden City Lodge,Welwyn Garden City Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8563,Hundred Elms Lodge,Hundred Elms Lodge,English,0.75,LOC_LAN,NAT_GEO,0.82,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8561,Lodge of Assembly,Lodge of Assembly,English,0.9,ABS_VRT,GRP_MAS,0.85,Virtue / Moral Ideal,Masonic / Administrative,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
8559,Earlsfield Lodge,Earlsfield Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8560,United Friendship Lodge,United Friendship Lodge,English,0.75,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00
8557,Old Bromsgrovian Lodge,Old Bromsgrovian Lodge,English,0.9,GRP_EDU,,0.82,Educational / Institutional,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00
