id,lodge_name_raw,lodge_name_clean,language_primary,confidence_language,ontology_primary,ontology_secondary,confidence_ontology,theme_primary,theme_secondary,confidence_theme,flags,created_at,manual_ontology_correct,manual_notes,language_correct,primary_ontology_correct,any_ontology_correct
7329,Spen Vale Lodge,Spen Vale Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7361,Coulsdon Lodge,Coulsdon Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7392,Okrika Lodge,Okrika Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:03+00:00,,,1,1,1
7396,Carleton Lodge,Carleton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7500,Pemberton Lodge,Pemberton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7514,Luxborough Lodge,Luxborough Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7532,Queenswood Lodge,Queenswood Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7642,Audenshaw Lodge,Audenshaw Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7702,Heston Lodge,Heston Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
7734,Thoresby Lodge,Thoresby Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
7819,Selsdon Park Lodge,Selsdon Park Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
7860,Kenton Lodge,Kenton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
7949,Merdon Lodge,Merdon Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,1,1
8035,Taunton Deane Lodge,Taunton Deane Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
8064,Camperdown Lodge,Camperdown Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
8148,Crogdæne Lodge,Crogdæne Lodge,Danish,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,crogdaene = croydon,0,1,1
8238,Orsett Lodge,Orsett Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
8257,Guildford Lodge,Guildford Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
8275,Universities Lodge Cardiff,Universities Lodge Cardiff,English,0.75,LOC_CTY,GRP_EDU,0.86,Educational / Institutional,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,0,1
8381,Penllergaer Lodge,Penllergaer Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
8448,Hanworth Park Lodge,Hanworth Park Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
8477,Fenchurch Lodge,Fenchurch Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
8679,Erdemont Lodge,Erdemont Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:06+00:00,,,1,1,1
8697,Slade Lodge,Slade Lodge,English,0.75,LOC_CTY,LOC_LAN,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
8800,Maidenhead Lodge,Maidenhead Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
8811,Dinas Powis Lodge,Dinas Powis Lodge,Welsh,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00,,,1,1,1
8874,Broomwood Lodge,Broomwood Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
8883,Bearsted Lodge,Bearsted Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
8888,Mancroft Lodge,Mancroft Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
8912,Shuttleworth Lodge,Shuttleworth Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
9053,The Seaton Valley Lodge,The Seaton Valley Lodge,English,0.9,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00,,,1,0,1
9122,Hughenden Lodge,Hughenden Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:06+00:00,,,1,1,1
9260,Kenilworth Lodge,Kenilworth Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
9293,Cleobury Lodge,Cleobury Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9387,Uxbridge Lodge,Uxbridge Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9451,New Tredegar Lodge,New Tredegar Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:07+00:00,,,1,1,1
9468,Scarborough Lodge,Scarborough Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9511,Maghull Lodge,Maghull Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9561,Broad Oak Lodge,Broad Oak Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
958,Manchester Lodge,Manchester Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
9706,Pennant Lodge,Pennant Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,0,0
9719,Hackney Brook Lodge,Hackney Brook Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
9738,Netherpool Lodge,Netherpool Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
9797,Westerham Lodge,Westerham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
9834,Windle Lodge,Windle Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
9855,Horsburgh Lodge,Horsburgh Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
11330,Minnis Bay Lodge ,Minnis Bay Lodge,English,0.75,LOC_LAN,NAT_GEO,0.82,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:12+00:00,,,1,1,1
12525,Brownsea Island Lodge ,Brownsea Island Lodge,English,0.75,LOC_LAN,NAT_GEO,0.82,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,1,1
10508,Menevia Lodge,Menevia Lodge,Latin,0.75,LOC_REG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:10+00:00,,,1,1,1
11538,Breckland Lodge,Breckland Lodge,English,0.75,LOC_REG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
11969,Copperbelt Lodge of Installed Masters ,Copperbelt Lodge of Installed Masters,English,0.9,LOC_REG,GRP_MAS,0.84,Masonic / Administrative,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:13+00:00,,,1,0,1
12260,Lodge of the West Indies,Lodge of the West Indies,English,0.9,LOC_REG,,0.84,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:14+00:00,,,1,1,1
12562,Lincolnshire Provincial Grand Stewards Lodge,Lincolnshire Provincial Grand Stewards Lodge,English,0.75,LOC_REG,GRP_MAS,0.84,Masonic / Administrative,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,0,1
12866,Somerset Military Lodge,Somerset Military Lodge,English,0.75,LOC_REG,GRP_MIL,0.84,Military / Service,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:15+00:00,,,1,0,1
12885,Armed Forces Lodge of Lincolnshire,Armed Forces Lodge of Lincolnshire,English,0.9,LOC_REG,GRP_MIL,0.84,Military / Service,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:15+00:00,,,1,0,1
1924,Lodge of Australia Felix,Lodge of Australia Felix,Latin,0.9,LOC_REG,GRP_NAT,0.84,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:56+00:00,,,1,1,1
2030,Etruscan Lodge,Etruscan Lodge,English,0.75,LOC_REG,,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2812,Ryburn Lodge,Ryburn Lodge,English,0.75,LOC_REG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00,,,1,1,1
3319,Old England Lodge,Old England Lodge,English,0.9,LOC_REG,GRP_EDU,0.84,Educational / Institutional,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:58+00:00,,,1,1,1
3427,Central Australia Lodge,Central Australia Lodge,English,0.75,LOC_REG,GRP_NAT,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:58+00:00,,,1,1,1
5482,Northern Star of China,Northern Star of China,English,0.9,LOC_REG,NAT_GEO,0.84,Geographic / Civic,Nature,0.85,DICT_MATCH,2026-03-12T12:23:02+00:00,,,1,1,1
5596,Kathiawar Lodge,Kathiawar Lodge,English,0.75,LOC_REG,NAT_GEO,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:01+00:00,,,1,1,1
5936,Outeniqua Lodge,Outeniqua Lodge,English,0.75,LOC_REG,NAT_GEO,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:01+00:00,,,1,1,1
9449,The University Lodge of the West Indies,The University Lodge of the West Indies,English,0.9,LOC_REG,GRP_EDU,0.84,Educational / Institutional,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:07+00:00,,,1,1,1
9499,Lodge Singapore,Lodge Singapore,English,0.75,LOC_REG,,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9751,Cambridgeshire Installed Masters’ Lodge,Cambridgeshire Installed Masters' Lodge,English,0.75,LOC_REG,GRP_MAS,0.84,Masonic / Administrative,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,0,1
10063,Merton Abbey Lodge,Merton Abbey Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:09+00:00,,,1,1,1
1852,Abbey Lodge,Abbey Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:56+00:00,,,1,1,1
2713,Abbey Lodge,Abbey Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:57+00:00,,,1,1,1
3814,Eden Lodge,Eden Lodge,English,0.75,LOC_REL,NAT_GEO,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:59+00:00,,,0,1,1
611,Temple Lodge,Temple Lodge,English,0.75,LOC_REL,LOC_CTY,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:59+00:00,,,1,1,1
6154,Abbey Lodge,Abbey Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:00+00:00,,,1,1,1
8126,Serapeum Lodge,Serapeum Lodge,Latin,0.75,LOC_REL,OBJ_MYTH,0.8,Religious,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,1,1
8827,Friary Lodge,Friary Lodge,English,0.75,LOC_REL,,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:05+00:00,,,1,1,1
9100,Lathom Abbey Lodge,Lathom Abbey Lodge,English,0.75,LOC_REL,OBJ_STR,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:06+00:00,,,1,1,1
11537,Mwana Lodge,Mwana Lodge,Swahili,0.75,NAT_ANI,,0.8,Nature,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,0,0
10372,Luminary Lodge,Luminary Lodge,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
12102,Lodge of the Double Horizon ,Lodge of the Double Horizon,English,0.9,NAT_AST,,0.75,Nature,,0.85,DICT_MATCH,2026-03-12T12:23:13+00:00,,,1,1,1
12618,Lux Solis Lodge ,Lux Solis Lodge,Latin,0.9,NAT_AST,ABS_PHI,0.8,Nature,,0.8,DICT_MATCH|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:14+00:00,,,1,1,1
2662,Zenith Lodge,Zenith Lodge,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
7807,Orion Lodge,Orion Lodge,Latin,0.9,NAT_AST,ABS_LAT,0.75,Virtue / Moral Ideal,Nature,0.85,DICT_MATCH,2026-03-12T12:23:04+00:00,,,1,1,1
10660,Rose Window Lodge,Rose Window Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
11032,Cedars Park Lodge ,Cedars Park Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,0,0
11374,Bramble Lodge,Bramble Lodge,English,0.75,NAT_BOT,,0.8,Nature,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
5454,Palm Lodge,Palm Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
7837,Thistle Lodge,Thistle Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
9908,Elms Lodge,Elms Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:08+00:00,,,1,1,1
190,Derwent Lodge,Derwent Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2012,Ancholme Lodge,Ancholme Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2215,Oriental Lodge,Oriental Lodge,English,0.75,NAT_GEO,GRP_NAT,0.75,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,0,1
2702,Northern Star Lodge,Northern Star Lodge,English,0.75,NAT_GEO,NAT_AST,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,0,1
2897,Northern Star Lodge,Northern Star Lodge,English,0.75,NAT_GEO,NAT_AST,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,0,1
2992,Northern Star Lodge,Northern Star Lodge,English,0.75,NAT_GEO,NAT_AST,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,0,1
3098,Glen Innes Lodge,Glen Innes Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,LOC_CTY,1,0,0
3381,Forest Lodge,Forest Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:58+00:00,,,1,1,1
3540,Marma Lodge,Marma Lodge,English,0.75,NAT_GEO,LOC_CTY,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:58+00:00,,,1,1,1
3930,Klip River County Lodge,Klip River County Lodge,English,0.9,NAT_GEO,,0.75,Nature,,0.85,DICT_MATCH,2026-03-12T12:22:59+00:00,,,1,1,1
6404,Umfolozi Lodge,Umfolozi Lodge,Zulu,0.75,NAT_GEO,LOC_CTY,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:00+00:00,,,1,1,1
6884,Donyo Sabuk Lodge,Donyo Sabuk Lodge,Swahili,0.75,NAT_GEO,LOC_CTY,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:02+00:00,,,1,1,1
7139,Indus Lodge,Indus Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
8952,Upper Thames Lodge,Upper Thames Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
11484,Wings Lodge,Wings Lodge,English,0.75,OBJ_EMB,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
12002,White Ensign Lodge,White Ensign Lodge,English,0.75,OBJ_EMB,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:13+00:00,,,1,1,1
12282,Cornish Ashlar Lodge,Cornish Ashlar Lodge,English,0.75,OBJ_EMB,GRP_NAT,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,1,1
12476,Red Rose of Lancaster Lodge,Red Rose of Lancaster Lodge,English,0.9,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:14+00:00,,,1,1,1
6073,Acacia Lodge,Acacia Lodge,English,0.75,OBJ_EMB,NAT_BOT,0.7,Nature,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
6688,Red Triangle Lodge,Red Triangle Lodge,English,0.75,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
7605,Fulcorn Lodge,Fulcorn Lodge,English,0.75,OBJ_EMB,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,1,1
8447,Oldham Mitre Lodge,Oldham Mitre Lodge,English,0.75,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
8835,Chevron Lodge,Chevron Lodge,English,0.75,OBJ_EMB,GRP_MIL,0.8,Military / Service,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00,,,1,1,1
8899,Portcullis Lodge,Portcullis Lodge,English,0.75,OBJ_EMB,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
9373,The Compass Lodge,The Compass Lodge,English,0.9,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:07+00:00,,,1,1,1
9267,Agnus Lodge,Agnus Lodge,Latin,0.75,OBJ_MYTH,PRS_REL,0.8,Religious,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:07+00:00,,Agnus = lamb (of God),1,1,1
10628,Beacon Lodge,Beacon Lodge,English,0.75,OBJ_STR,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
3068,Cannon Lodge,Cannon Lodge,English,0.75,OBJ_STR,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00,,,1,1,1
5781,Eastern Gate Lodge,Eastern Gate Lodge,English,0.75,OBJ_STR,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:01+00:00,,,1,1,1
6887,Doric Lodge,Doric Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
8174,Doric Lodge,Doric Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:04+00:00,,,1,1,1
8342,Corinthian Lodge,Corinthian Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
8622,Corinthian Lodge,Corinthian Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:05+00:00,,,1,1,1
3995,Cheerybles Lodge,Cheerybles Lodge,English,0.75,PRS_FIC,,0.8,Clubs / Association,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:59+00:00,,,1,1,1
10924,Vespasian Lodge ,Vespasian Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,Roman - Latin Language,0,1,1
11352,Richard Huish Lodge,Richard Huish Lodge,English,0.75,PRS_HIS,LOC_CTY,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:12+00:00,,,1,1,1
11485,Volta Lodge,Volta Lodge,Italian,0.75,PRS_HIS,OBJ_SCI,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,Location in Ghana,1,0,0
11666,New Ripon Falls Lodge,New Ripon Falls Lodge,English,0.9,PRS_HIS,LOC_CTY,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:13+00:00,,,1,0,0
12613,Ernest Sidney Larkin Lodge of Research and Instruction,Ernest Sidney Larkin Lodge of Research and Instruction,English,0.9,PRS_HIS,ABS_VRT,0.86,Virtue / Moral Ideal,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:14+00:00,,,1,1,1
12709,Sir Adeyemo Alakija Lodge,Sir Adeyemo Alakija Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,1,1
1471,Shakespeare Lodge,Shakespeare Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
1884,Cecil Lodge,Cecil Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2056,Hammond Lodge,Hammond Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2129,Beadon Lodge,Beadon Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
